iso3c,country,income_group,year,gini,inc_share_low20,poverty_215,sec_enrol_gross,tert_enrol_gross,sec_completion,adult_literacy,youth_literacy,gpi_sec,gpi_tert,edu_spend_gdp,gdp_pc_ppp,pop_total,work_age_share,gov_effect,voice_account,ctrl_corrup
BGD,Bangladesh,Lower middle income,2017,29.74375,8.86875,6.4625,89.27248780509865,18.5175604399834,50.43127102566023,72.88999938964844,92.9499969482422,1.181059442912802,1.207851740199277,2.11342875356648,6005.70718781048,162186147.0,64.6648001467869,-0.752013146877289,-0.615438640117645,-0.858602941036224
BGD,Bangladesh,Lower middle income,2018,29.74375,8.86875,6.4625,88.95244342560429,19.5710492453779,48.48731207324831,73.91000366210938,93.3000030517578,1.13948059082031,1.203445047133874,2.09477473545666,6392.59334024091,163523103.0,64.7973177686173,-0.762283682823181,-0.742033064365387,-0.926822602748871
BGD,Bangladesh,Lower middle income,2019,29.74375,8.86875,6.4625,65.1185413488915,22.7094642473405,67.92530488664362,74.68000030517578,94.86000061035156,1.1429044008255,1.197446599044743,1.13094997406006,6838.32611608243,164913055.0,64.8612797816401,-0.753539621829987,-0.741862595081329,-1.017209649086
BGD,Bangladesh,Lower middle income,2020,29.74375,8.86875,6.4625,66.4329548486639,22.6923019564501,65.62207467073038,74.91000366210938,94.45999908447266,1.17106783390045,1.224255212931221,2.13974351741877,7015.19792797056,166298024.0,64.9064095313604,-0.779491305351257,-0.769459009170532,-1.00371217727661
BGD,Bangladesh,Lower middle income,2021,29.74375,8.86875,6.4625,81.85781384814867,23.9006822335243,66.17329675991033,76.36000061035156,94.83000183105467,1.212352837090944,1.272270707634792,2.17090882504654,7441.06913961254,167658854.0,64.9516858651805,-0.653351545333862,-0.774502336978912,-0.986505091190338
BGD,Bangladesh,Lower middle income,2022,30.9,8.8,5.9,75.26995045001134,23.5005059888653,73.6041840704256,79.0,93.4499969482422,1.19466322906535,1.247313101376795,2.08538657806243,7888.16389098304,169384897.0,65.0947523228864,-0.763355314731598,-0.753301620483398,-1.07575178146362
BGD,Bangladesh,Lower middle income,2023,29.74375,8.86875,6.4625,76.3601722740726,24.2003442708621,77.2605867681977,,,1.242771344538814,1.260886495067431,2.16213826344701,8242.39798977242,171466990.0,65.3185697725259,-0.697334110736847,-0.753886342048645,-1.12086641788483
BGD,Bangladesh,Lower middle income,2024,29.74375,8.86875,6.4625,76.05668898193501,23.7295608009814,77.87651450378496,,,1.243947010076017,1.250806686265369,2.0343847791384,8486.78495660517,173562364.0,65.5126064657658,,,
KGZ,Kyrgyz Republic,Lower middle income,2015,29.0,9.5,11.0,89.52741427537507,46.5495890237956,92.78416347381864,,,0.99529199284445,0.9937475945633116,5.98551988601685,5600.2143342846,6040036.0,63.2310498606937,-0.978849112987518,-0.404144912958145,-1.17951929569244
KGZ,Kyrgyz Republic,Lower middle income,2016,26.8,10.0,8.0,90.23933258284886,44.5886036787376,94.99201202392578,,,0.9930735092845858,0.9914786957120594,6.58616018295288,5715.01041179003,6175338.0,62.8678023099597,-0.965182244777679,-0.418315917253494,-1.10505127906799
KGZ,Kyrgyz Republic,Lower middle income,2017,27.3,9.9,8.2,91.0774662977705,41.5760302696793,95.43013426156142,,,0.9922241843019268,0.990422215525786,6.02618980407715,5861.22200040503,6306696.0,62.7005347701048,-0.75117963552475,-0.428766906261444,-1.07767915725708
KGZ,Kyrgyz Republic,Lower middle income,2018,27.7,9.9,5.9,91.78591570130268,39.5679556504749,96.02439254987236,,,0.9925990698781298,0.9937904255990504,5.55267000198364,5951.82876758606,6444079.0,62.5187488212999,-0.646288573741913,-0.354231774806976,-0.961097419261932
KGZ,Kyrgyz Republic,Lower middle income,2019,29.7,9.6,4.9,91.72593802138212,40.8257000638543,96.46248370880656,,,0.9903933606146286,0.9885658507690324,5.0802698135376,6087.60193826927,6590211.0,62.2170191568108,-0.731618404388428,-0.45369553565979,-0.960630595684052
KGZ,Kyrgyz Republic,Lower middle income,2020,29.0,9.4,9.4,93.12365178447712,45.3327840830343,96.3365117021762,,,1.000181579319595,0.998860254198842,5.7331600189209,5537.79547319377,6726596.0,61.9762836597283,-0.576322257518768,-0.57676887512207,-1.12495839595795
KGZ,Kyrgyz Republic,Lower middle income,2021,28.8,9.5,5.6,92.23675068439358,51.6239256637785,96.73213975317223,,,1.014167449782298,1.015156793580376,5.16667985916138,5736.47883415154,6851224.0,61.8818679657153,-0.776387393474579,-0.590281307697296,-1.15049564838409
KGZ,Kyrgyz Republic,Lower middle income,2022,26.4,10.0,4.5,91.63930971006428,54.2184527097527,96.57189556540068,,,1.01543668963412,1.015061604285581,7.16884382244099,6139.77788825006,6975220.0,61.8785463271739,-0.890511035919189,-0.730020940303802,-1.23040282726288
KGZ,Kyrgyz Republic,Lower middle income,2023,27.2,9.9,2.7,91.9397744508898,53.588822099772,95.95127335803832,,,1.013857366362076,1.012558781776109,6.82694680798777,6575.77541290499,7099750.0,61.9012922216683,-0.890727877616882,-0.723200380802155,-1.22109532356262
KGZ,Kyrgyz Republic,Lower middle income,2024,27.5,9.6,2.2,92.2169123139147,53.1743590503791,95.54238695553713,,,1.011973979320139,1.009596695601047,,7048.98952111264,7221868.0,61.976494880538,,,
UZB,Uzbekistan,Lower middle income,2015,29.74375,8.86875,6.4625,94.08236822293564,8.05320814639575,91.7226939981784,99.9800033569336,100.0,0.9955183453861252,0.9923975511527005,5.49444007873535,7529.76364274179,30749346.0,66.9631109070887,-0.752948343753815,-1.95627927780151,-1.28585171699524
UZB,Uzbekistan,Lower middle income,2016,29.74375,8.86875,6.4625,94.4842435376856,8.33958377998093,93.3463567787813,99.98999786376952,100.0,0.9975648390696734,0.9914124251131052,5.38089990615845,7839.97820100236,31284568.0,66.6394929921998,-0.661517918109894,-1.88692986965179,-1.20056760311127
UZB,Uzbekistan,Lower middle income,2017,29.74375,8.86875,6.4625,95.0289127882096,8.64750307019382,98.944920050941,99.98999786376952,100.0,0.9965212827401289,0.9943714470657238,4.48249006271362,8047.05375469466,31819178.0,66.3032741811129,-0.630247414112091,-1.79745352268219,-1.18715500831604
UZB,Uzbekistan,Lower middle income,2018,29.74375,8.86875,6.4625,95.96709022246128,9.95855522351711,99.03335237205116,99.98999786376952,100.0,0.996124015251516,0.9948410653777706,4.83589298172277,8348.96057873127,32373490.0,65.9153420605047,-0.61695796251297,-1.62735140323639,-1.08264088630676
UZB,Uzbekistan,Lower middle income,2019,29.74375,8.86875,6.4625,98.49232187243776,13.0316667432446,99.97643791812176,100.0,100.0,0.985681596957666,0.9828269392168596,6.29534678547216,8755.12593984949,32964701.0,65.4579393879532,-0.600097477436066,-1.65221631526947,-1.04705107212067
UZB,Uzbekistan,Lower middle income,2020,29.74375,8.86875,6.4625,96.29250140990573,15.9720957084892,99.15973964225402,100.0,100.0,0.9950978492440098,0.994805309217592,4.44021987915039,8727.41104939223,33586372.0,64.9556790474422,-0.615506291389465,-1.53147614002228,-1.0734041929245
UZB,Uzbekistan,Lower middle income,2021,32.9,7.0,4.4,97.02033501375318,22.0939011675309,100.0,100.0,100.0,0.9945030225887184,0.9958279108238524,4.13580989837646,9247.64382703929,34243696.0,64.4123354034613,-0.264640539884567,-1.39758455753326,-0.829755306243896
UZB,Uzbekistan,Lower middle income,2022,31.2,7.2,4.4,97.0341605272228,31.701936179599,100.0,100.0,100.0,0.9957937567156891,0.9963343953465548,5.23477171022152,9607.56167273449,34938955.0,63.88678820121,-0.329937309026718,-1.33092367649078,-0.757770240306854
UZB,Uzbekistan,Lower middle income,2023,34.5,6.4,4.1,97.12838384293298,45.7591768686293,100.0,,,0.996327581160766,0.9977199963743902,5.47287597270024,10007.685502618,35652307.0,63.4338978400472,-0.283767521381378,-1.30965662002563,-0.807529330253601
UZB,Uzbekistan,Lower middle income,2024,34.6,6.6,2.7,96.99841431706184,56.517478700865,100.0,,,0.9989308282743804,0.9988334679044992,,10450.2051402852,36361859.0,63.0320578494076,,,
BDI,Burundi,Low income,2015,40.199999999999996,6.814285714285715,50.885714285714286,66.88296159406185,5.25856537918645,100.0,,,1.07666272669446,1.01377282587019,6.37133979797363,995.319068450023,11047580.0,50.7329704786026,-1.23757755756378,-1.2720273733139,-1.28703820705414
BDI,Burundi,Low income,2016,40.199999999999996,6.814285714285715,50.885714285714286,67.74645909107441,3.97908916361797,100.0,65.69000244140625,84.36000061035156,1.059401632882639,1.070554666688245,4.69199991226196,1009.63596796379,11239451.0,50.0141465984415,-1.48436272144318,-1.55564069747925,-1.27876329421997
BDI,Burundi,Low income,2017,40.199999999999996,6.814285714285715,50.885714285714286,64.87331047777478,4.30528005798307,100.0,68.37999725341797,88.22000122070312,1.074060663446414,1.177144850528976,4.76202011108398,1023.97040626757,11506762.0,49.7345082830426,-1.38194644451141,-1.57598125934601,-1.31850147247314
BDI,Burundi,Low income,2018,40.199999999999996,6.814285714285715,50.885714285714286,61.70575352432959,4.55281922933846,100.0,69.36582449351334,88.27931202526018,1.06925816514415,1.202146846584589,5.07863998413086,1046.59511246023,11859446.0,49.8778863700716,-1.44979333877563,-1.66952157020569,-1.47827136516571
BDI,Burundi,Low income,2019,40.199999999999996,6.814285714285715,50.885714285714286,59.43142941832966,,100.0,70.35165173360872,88.33862282981724,1.071888600271515,1.205561653133451,5.34668445378401,1057.95005999167,12255336.0,50.2513129688442,-1.37481689453125,-1.72382569313049,-1.49696969985962
BDI,Burundi,Low income,2020,37.5,7.1,74.2,64.58232586330766,,5.795342924828105,71.3374789737041,88.3979336343743,1.088711017696729,1.208574382727141,5.32158506838731,1030.77026419371,12617036.0,50.6081895938159,-1.30248296260834,-1.52661275863647,-1.56340169906616
BDI,Burundi,Low income,2021,40.199999999999996,6.814285714285715,50.885714285714286,,,,,,,1.0646095860433542,4.87114173892375,1035.53857384938,12965481.0,51.0189922371954,-1.35819256305695,-1.4070155620575,-1.59966492652893
BDI,Burundi,Low income,2022,40.199999999999996,6.814285714285715,50.885714285714286,,,,,,,0.9206447893595676,,1031.25412243175,13321097.0,51.5252590861977,-1.26360619068146,-1.39635360240936,-1.51818120479584
BDI,Burundi,Low income,2023,40.199999999999996,6.814285714285715,50.885714285714286,,6.02545976638794,,,,,0.776679992675781,,1036.16712196238,13689450.0,52.1249630965803,-1.20011341571808,-1.36691832542419,-1.55602598190308
BDI,Burundi,Low income,2024,40.199999999999996,6.814285714285715,50.885714285714286,,,,,,,,,1051.25931339275,14047786.0,52.769294036797,,,
BFA,Burkina Faso,Low income,2015,40.199999999999996,6.814285714285715,50.885714285714286,56.69823133732932,4.90356866333498,85.42001028405815,,,0.9937261358882672,0.972661919203369,3.67008996009827,2101.70266192027,18777487.0,51.9206377296387,-0.692133605480194,-0.114221930503845,-0.299044787883759
BFA,Burkina Faso,Low income,2016,40.199999999999996,6.814285714285715,50.885714285714286,50.71430925388874,5.40541465878063,73.1937293920287,,,1.018564644910046,1.009867370218973,4.649279952049255,2162.72578977814,19334856.0,52.0971154917605,-0.638990938663483,0.0134272389113903,-0.169877484440804
BFA,Burkina Faso,Low income,2017,40.199999999999996,6.814285714285715,50.885714285714286,51.68641575686467,5.8341880408112,85.83755869800794,,,1.032277682681256,1.032178742170708,5.62846994400024,2232.28781490944,19894407.0,52.3179781131451,-0.638492047786713,0.0645605251193047,-0.138780206441879
BFA,Burkina Faso,Low income,2018,43.0,6.3,47.7,54.6098864117242,6.31826110291158,87.57573129483478,39.34999847412109,58.86999893188477,1.040361053884957,1.060852738726241,5.488609790802,2316.39432079045,20438288.0,52.5907037810603,-0.644067406654358,-0.0616534128785133,-0.131607040762901
BFA,Burkina Faso,Low income,2019,41.13333333333333,6.633333333333333,45.833333333333336,52.07154602902114,6.90532594926159,88.59325317057124,29.65999984741211,47.04999923706055,1.065802725384408,1.091625284840559,5.45615632520251,2391.53626844484,20961952.0,52.9380433430521,-0.7781862616539,-0.208245500922203,-0.219493299722672
BFA,Burkina Faso,Low income,2020,39.266666666666666,6.966666666666667,43.96666666666667,51.31643183526408,7.64277062242324,89.45180060478329,33.31500053405762,54.85999870300293,1.082519152319466,1.114640693289379,5.21148277030166,2380.93171826574,21478690.0,53.3844208698114,-0.708106637001038,-0.189439803361893,-0.122198514640331
BFA,Burkina Faso,Low income,2021,37.4,7.3,42.1,50.42004743621301,9.30513098594236,90.98276845583408,36.97000122070313,62.66999816894531,1.111917146836896,1.158025604802697,5.24913346712028,2486.43093147762,21995243.0,53.904178280731,-0.765025079250336,-0.116836667060852,-0.0825074538588524
BFA,Burkina Faso,Low income,2022,40.199999999999996,6.814285714285715,50.885714285714286,46.06982314649051,9.67069485831779,88.39631837863571,40.91999816894531,62.81000137329102,1.139309030237118,1.190858771398387,5.29456753304241,2469.19956941259,22509038.0,54.4370275967141,-0.853148698806763,-0.684045016765594,-0.111639469861984
BFA,Burkina Faso,Low income,2023,40.199999999999996,6.814285714285715,50.885714285714286,44.46646839352093,10.1078755635882,90.5297601987198,41.5670909952631,,1.148480948561622,1.209374154270521,5.32757840997187,2486.20669812871,23025776.0,54.9780363536934,-0.826227486133575,-0.809887170791626,-0.169615507125854
BFA,Burkina Faso,Low income,2024,40.199999999999996,6.814285714285715,50.885714285714286,40.69065559864581,10.0419678526515,90.9823024279674,,,1.170123997530107,1.228128731819861,,2547.67232852209,23548781.0,55.5461979114758,,,
RWA,Rwanda,Low income,2015,40.199999999999996,6.814285714285715,50.885714285714286,39.4099042857311,7.53124856448318,93.92453279371504,,88.55000305175781,1.08518004417419,1.10495832478416,3.64713001251221,2238.53941469642,11640022.0,55.8901563931752,-0.146698489785194,-1.13544893264771,0.598373830318451
RWA,Rwanda,Low income,2016,43.7,6.0,63.8,86.12858427645722,7.57807264441764,36.6978752167633,,87.86333465576172,0.9718692903570858,1.108186035499539,3.43482995033264,2316.63731573814,11919183.0,56.1025994818604,0.0133427688851953,-1.15404415130615,0.618635416030884
RWA,Rwanda,Low income,2017,40.199999999999996,6.814285714285715,50.885714285714286,70.60488830305911,7.34488296090452,92.58643465585568,,87.17666625976562,1.044835655955062,1.121685668279373,3.1247398853302,2351.59686866227,12202060.0,56.3437544011522,0.178521797060966,-1.1209123134613,0.605919539928436
RWA,Rwanda,Low income,2018,40.199999999999996,6.814285714285715,50.885714285714286,89.52297261307388,6.76094647714264,94.40020916026906,73.22000122070312,86.48999786376953,1.018099544737203,1.131432100267601,3.07376003265381,2493.44001744938,12487996.0,56.6302952050914,0.079555556178093,-1.14153528213501,0.535689771175385
RWA,Rwanda,Low income,2019,40.199999999999996,6.814285714285715,50.885714285714286,93.80733088766794,6.3142892660234,95.0613063494234,76.63500213623047,89.0,1.029810960452921,1.145937541322603,3.23821222605582,2667.46458436613,12776103.0,56.9801057489909,0.0928625389933586,-1.09761416912079,0.521383941173553
RWA,Rwanda,Low income,2020,40.199999999999996,6.814285714285715,50.885714285714286,94.2793093745299,7.56709586345553,85.60222538979099,80.05000305175781,91.51000213623048,1.0386526042734363,0.784637165315681,3.33309745728459,2520.31739425373,13065837.0,57.3677254660379,0.273775279521942,-1.09181523323059,0.527836561203003
RWA,Rwanda,Low income,2021,40.199999999999996,6.814285714285715,50.885714285714286,94.75128786139187,7.49017735539702,76.14314443015857,79.40500259399414,90.7400016784668,1.047494248093952,1.142138726268874,5.58984994888306,2733.43566762447,13355260.0,57.7540684344595,0.22728443145752,-0.95794290304184,0.573008239269257
RWA,Rwanda,Low income,2022,40.199999999999996,6.814285714285715,50.885714285714286,95.27499592092325,7.41325884733851,76.05082003616407,78.76000213623047,89.97000122070312,1.055603498003849,1.157597484929532,4.74213981628418,2892.45964942821,13651030.0,58.1217900773788,0.232074052095413,-0.93596738576889,0.561417639255524
RWA,Rwanda,Low income,2023,39.4,7.4,38.6,95.46027164818754,8.88624308383425,67.92371814803299,,,1.027728660033414,1.16154123712836,4.92002010345459,3062.99909649442,13954471.0,58.4467853189567,0.388362646102905,-0.902328312397003,0.671653091907501
RWA,Rwanda,Low income,2024,40.199999999999996,6.814285714285715,50.885714285714286,94.15888942385548,9.41173924647801,67.56725111963236,,,1.043861446008402,1.179672474981695,4.61476993560791,3264.64451474392,14256567.0,58.7131340494922,,,
